"","PMhd","diasFriday","diasMonday","diasSaturday","diasSunday","diasThursday","diasTuesday","diasWednesday","PMhd7","PMh1d","PMmax","CO","Temp","Hum","N","E","S","O","FECHA","HORA","CERRILLOS","INDEPENDENCIA","CONDES","ELBOSQUE","PARQUE","TALAGANTE","QUILICURA","PUDAHUEL","CERRONAVIA","LAFLORIDA","PUENTEALTO","hour"
"NA.1409",7.5,12,0,0,0,0,0,0,4,7.5,19.5,0.3843,25.42,26.83,0,0,1.441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"NA.1410",4,11.5,0,0,0,0,0,0,2.5,7.5,19.5,0.2506,26.82,13.75,0,0,2.384,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"NA.1411",12,14,0,0,0,0,0,0,2.5,4,19.5,0.2005,27.46,11.67,0,0,3.439,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"NA.1412",15.5,11,0,0,0,0,0,0,5.5,12,19.5,0.2005,27.37,13.92,0,0,4.078,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"NA.1413",14,13,0,0,0,0,0,0,7,15.5,19.5,0.2506,27.42,16.83,0,0,4.589,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"NA.1414",12.5,16.5,0,0,0,0,0,0,17,14,19.5,0.3008,26.15,28.33,0,0,5.269,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"NA.1415",17.5,19.5,0,0,0,0,0,0,9,12.5,19.5,0.3091,24.41,35.67,0,0,5.045,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"NA.1416",16,11,0,0,0,0,0,0,5.5,17.5,19.5,0.3592,22.17,44.42,0,0,3.731,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"NA.1417",15,13.5,0,0,0,0,0,0,7,16,18.5,0.4261,20.87,50.83,0,0,2.644,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"NA.1418",12,7.5,0,0,0,0,0,0,12,15,18.5,0.401,19.94,53.5,0,0,2.895,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"NA.1419",9.5,10.5,0,0,0,0,0,0,10.5,12,18.5,0.4929,18.93,56.58,0,0,1.062,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
"NA.1420",18,11.5,0,0,0,0,0,0,12,9.5,18.5,0.5263,18.13,51.58,0,0,0.9009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"NA.1421",12.5,0,0,7,0,0,0,0,17,18,18.5,0.5013,16.89,56.67,0,0,0,0.5588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NA.1422",16.5,0,0,10.5,0,0,0,0,17,12.5,18.5,0.5614,16.3,57.5,0,0.8587,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"NA.1423",16,0,0,13,0,0,0,0,16.5,16.5,18.5,0.4428,15.81,59.5,0,0,0.874,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"NA.1424",23,0,0,14.5,0,0,0,0,16,16,18.5,0.4567,15.11,63,0,0.7236,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"NA.1425",25.5,0,0,11,0,0,0,0,14.5,23,23,0.5347,14.76,66.75,0,0.6322,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"NA.1426",45,0,0,16.5,0,0,0,0,22.5,25.5,25.5,0.8605,14.57,70.58,0.6503,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"NA.1427",31.5,0,0,12,0,0,0,0,25.5,45,45,1.429,14.83,69.92,0,0,0.7329,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"NA.1428",27,0,0,18.5,0,0,0,0,22.5,31.5,45,1.245,16.32,62.5,0,0,1.524,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"NA.1429",20,0,0,17.5,0,0,0,0,14.5,27,45,0.6516,18.27,54.58,0,0,1.997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"NA.1430",19.5,0,0,18.5,0,0,0,0,12.5,20,45,0.3175,19.11,53.67,0,0,3.85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"NA.1431",16,0,0,13,0,0,0,0,8.5,19.5,45,0.2757,19.91,54.33,0,0,5.182,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"NA.1432",8,0,0,7.5,0,0,0,0,4.5,16,45,0.2005,20.52,49.08,0,0,5.178,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"NA.1433",16.5,0,0,7.5,0,0,0,0,5.5,8,45,0.1921,21.17,40.25,0,0,6.07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"NA.1434",12.5,0,0,4,0,0,0,0,6.5,16.5,45,0.1838,21.42,38.08,0,0,5.668,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"NA.1435",1.5,0,0,12,0,0,0,0,8.5,12.5,45,0.2005,22.38,37.75,0,0,4.721,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"NA.1436",11,0,0,15.5,0,0,0,0,7,1.5,45,0.1921,22.72,34.92,0,0,5.478,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"NA.1437",12.5,0,0,14,0,0,0,0,8.5,11,45,0.1838,22.22,31.25,0,0,5.346,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"NA.1438",18.5,0,0,12.5,0,0,0,0,5.5,12.5,45,0.1838,21.67,33.17,0,0,4.918,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"NA.1439",18.5,0,0,17.5,0,0,0,0,12,18.5,45,0.2005,20.18,41,0,0,4.751,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"NA.1440",11.5,0,0,16,0,0,0,0,11,18.5,45,0.2924,17.63,55.92,0,0,4.134,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"NA.1441",14,0,0,15,0,0,0,0,6,11.5,45,0.284,14.74,73.67,0,0,4.184,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"NA.1442",5,0,0,12,0,0,0,0,9,14,45,0.259,12.9,81.67,0,0,3.943,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"NA.1443",7,0,0,9.5,0,0,0,0,7,5,45,0.2005,11.75,86.75,0,0,2.621,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
"NA.1444",10,0,0,18,0,0,0,0,8.5,7,45,0.2005,11.26,89.33,0,0,1.053,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"NA.1445",8.5,0,0,0,12.5,0,0,0,10.5,10,45,0.2005,11.05,88.92,0,0,1.137,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NA.1446",10.5,0,0,0,16.5,0,0,0,5,8.5,45,0.2707,10.85,89.17,0,0.2441,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"NA.1447",14.5,0,0,0,16,0,0,0,6.5,10.5,45,0.3008,10.92,88.5,0,0.6825,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"NA.1448",16.5,0,0,0,23,0,0,0,9,14.5,45,0.323,10.97,87.33,0,0,0.958,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"NA.1449",16,0,0,0,25.5,0,0,0,12.5,16.5,45,0.323,9.975,92.25,0,0,1.976,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"NA.1450",12,0,0,0,45,0,0,0,18,16,45,0.4094,9.575,95.5,0,0,0.9998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"NA.1451",21,0,0,0,31.5,0,0,0,11.5,12,45,0.685,10.2,92.58,0,0,1.168,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"NA.1452",18,0,0,0,27,0,0,0,16,21,31.5,0.6433,12.42,83.17,0,0,1.216,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"NA.1453",17,0,0,0,20,0,0,0,19,18,27,0.4929,14.92,73.5,0,0,0.8718,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"NA.1454",19.5,0,0,0,19.5,0,0,0,16,17,21,0.3509,17.46,63.25,0,0,0.9468,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"NA.1455",9,0,0,0,16,0,0,0,11.5,19.5,21,0.5113,19.65,55,0,0,1.425,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"NA.1456",17,0,0,0,8,0,0,0,3,9,21,0.543,21.44,48.42,0,0,2.186,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"NA.1457",6,0,0,0,16.5,0,0,0,8.5,17,21,0.5013,22.59,42.83,0,0,3.622,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"NA.1458",9,0,0,0,12.5,0,0,0,16,6,21,0.4344,23.46,37.92,0,0,4.596,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"NA.1459",10,0,0,0,1.5,0,0,0,11,9,21,0.3342,24.07,32.75,0,0,5.223,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"NA.1460",3.5,0,0,0,11,0,0,0,11,10,21,0.3175,24.4,30.08,0,0,5.312,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"NA.1461",6.5,0,0,0,12.5,0,0,0,8,3.5,21,0.3091,24.11,29.17,0,0,5.506,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"NA.1462",6,0,0,0,18.5,0,0,0,8.5,6.5,21,0.3843,23.37,32.67,0,0,5.31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"NA.1463",8,0,0,0,18.5,0,0,0,12.5,6,21,0.4595,21.59,40.92,0,0,5.096,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"NA.1464",8.5,0,0,0,11.5,0,0,0,10.5,8,21,0.4845,19.57,47.75,0,0,4.641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"NA.1465",11,0,0,0,14,0,0,0,7.5,8.5,21,0.5263,18.47,51.92,0,0,2.817,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"NA.1466",13,0,0,0,5,0,0,0,6.5,11,21,0.5347,17.56,56.25,0,0,3.111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"NA.1467",13,0,0,0,7,0,0,0,9.5,13,21,0.6934,16.77,61.33,0,0,2.116,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
"NA.1468",13,0,0,0,10,0,0,0,6.5,13,21,0.7435,16.14,62.67,0,0,1.369,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"NA.1469",17,0,8.5,0,0,0,0,0,2.5,13,21,0.8521,15.38,62.08,0,0,0.8605,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NA.1470",12,0,10.5,0,0,0,0,0,7.5,17,21,0.7118,14.66,62.67,0,0,0.5042,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"NA.1471",11.5,0,14.5,0,0,0,0,0,9,12,21,0.5096,13.91,64.17,0,0,0,0.8113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"NA.1472",10,0,16.5,0,0,0,0,0,10.5,11.5,21,0.4233,13.36,66.17,0,0,0,0.5444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"NA.1473",12,0,16,0,0,0,0,0,6,10,21,0.4478,12.96,68.5,0.3065,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"NA.1474",17,0,12,0,0,0,0,0,9.5,12,21,0.5374,12.62,71.75,0.8792,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"NA.1475",18,0,21,0,0,0,0,0,28.5,17,21,0.6717,13.55,67.83,0,0,0.4538,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"NA.1476",18.5,0,18,0,0,0,0,0,14,18,21,0.5542,16.01,57.92,0,0,0.3456,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"NA.1477",13,0,17,0,0,0,0,0,15,18.5,19.5,0.4282,18.39,48.58,0.7477,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"NA.1478",13,0,19.5,0,0,0,0,0,15,13,19.5,0.3359,21.22,40.58,0,0,0.2403,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"NA.1479",17,0,9,0,0,0,0,0,17.5,13,19.5,0.3359,22.88,37.5,0,0,1.082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"NA.1480",14,0,17,0,0,0,0,0,13.5,17,18.5,0.403,24.74,33.83,0,0,1.423,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"NA.1481",14,0,6,0,0,0,0,0,9.5,14,18.5,0.2687,25.58,31.17,0,0,2.863,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"NA.1482",12.5,0,9,0,0,0,0,0,5,14,18.5,0.2099,26.48,28.67,0,0,3.449,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"NA.1483",10.5,0,10,0,0,0,0,0,7,12.5,18.5,0.2603,27.24,29.33,0,0,3.934,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"NA.1484",9.5,0,3.5,0,0,0,0,0,9.5,10.5,18.5,0.2267,27.27,28.42,0,0,4.606,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"NA.1485",9.5,0,6.5,0,0,0,0,0,10.5,9.5,18.5,0.2015,26.92,30.17,0,0,4.992,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"NA.1486",9.5,0,6,0,0,0,0,0,12,9.5,18.5,0.2015,26.16,32.33,0,0,5.43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"NA.1487",9.5,0,8,0,0,0,0,0,10.5,9.5,18.5,0.2351,24.34,36.25,0,0,5.275,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"NA.1488",13,0,8.5,0,0,0,0,0,7,9.5,18.5,0.3107,21.78,42.83,0,0,4.175,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"NA.1489",17.5,0,11,0,0,0,0,0,12.5,13,18.5,0.3023,20.26,46.08,0,0,3.586,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"NA.1490",14,0,13,0,0,0,0,0,10,17.5,18.5,0.3442,19.35,50.83,0,0,2.527,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"NA.1491",17,0,13,0,0,0,0,0,10.5,14,18.5,0.3107,18.59,55.75,0,0,1.843,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
"NA.1492",16,0,13,0,0,0,0,0,4,17,18.5,0.3359,17.78,59.75,0,0,1.367,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"NA.1493",14.5,0,0,0,0,0,17,0,12,16,18.5,0.445,16.71,65,0,0,1.063,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NA.1494",13,0,0,0,0,0,12,0,9.5,14.5,18.5,0.5542,15.94,67.92,0,0,0.736,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"NA.1495",11,0,0,0,0,0,11.5,0,9.5,13,18.5,0.4954,14.94,70.83,0,0,0.9498,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"NA.1496",12,0,0,0,0,0,10,0,9.5,11,18.5,0.403,14.34,72.33,0,0,0,0.2237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"NA.1497",12.5,0,0,0,0,0,12,0,16.5,12,18.5,0.401,14.23,73.17,0,0.5234,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"NA.1498",27.5,0,0,0,0,0,17,0,17,12.5,18.5,0.4678,13.53,76.33,0.3367,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"NA.1499",29,0,0,0,0,0,18,0,30.5,27.5,27.5,1.094,15.62,69.83,0.5778,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"NA.1500",18,0,0,0,0,0,18.5,0,27.5,29,29,0.9691,19.07,56.08,0,0,0.5284,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"NA.1501",18.5,0,0,0,0,0,13,0,21,18,29,0.4261,20.56,47.42,0,0,1.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"NA.1502",19,0,0,0,0,0,13,0,16.5,18.5,29,0.3425,22.97,39.58,0,0,0.7558,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"NA.1503",12,0,0,0,0,0,17,0,17,19,29,0.3592,24.49,36.67,0,0,2.126,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"NA.1504",14,0,0,0,0,0,14,0,9.5,12,29,0.3008,25.56,33.42,0,0,3.334,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"NA.1505",15,0,0,0,0,0,14,0,8,14,29,0.3091,26.49,30.75,0,0,4.134,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"NA.1506",9.5,0,0,0,0,0,12.5,0,9.5,15,29,0.3008,27.21,32,0,0,4.876,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"NA.1507",14,0,0,0,0,0,10.5,0,6,9.5,29,0.284,27.66,30,0,0,4.344,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"NA.1508",14.5,0,0,0,0,0,9.5,0,9,14,29,0.3008,28.19,30.5,0,0,4.568,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"NA.1509",12,0,0,0,0,0,9.5,0,10.5,14.5,29,0.3091,27.78,31.58,0,0,5.793,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"NA.1510",11.5,0,0,0,0,0,9.5,0,13,12,29,0.3008,27.04,32.08,0,0,5.26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"NA.1511",12.5,0,0,0,0,0,9.5,0,21.5,11.5,29,0.3008,25.29,35.58,0,0,5.703,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"NA.1512",12,0,0,0,0,0,13,0,13.5,12.5,29,0.3091,21.65,48.92,0,0,5.372,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"NA.1513",9.5,0,0,0,0,0,17.5,0,12,12,29,0.3676,19.83,52.92,0,0,4.089,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"NA.1514",9,0,0,0,0,0,14,0,8,9.5,29,0.3509,18.97,53.67,0,0,2.597,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"NA.1515",13,0,0,0,0,0,17,0,9,9,29,0.3759,18.44,54.92,0,0,3.133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
"NA.1516",14,0,0,0,0,0,16,0,7.5,13,29,0.3258,17.91,56.75,0,0,2.407,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"NA.1517",34,0,0,0,0,0,0,14.5,5.5,14,29,0.3342,16.93,60.75,0,0,1.413,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NA.1518",23,0,0,0,0,0,0,13,9,34,34,0.3609,15.84,60.83,0,0,1.471,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"NA.1519",18.5,0,0,0,0,0,0,11,8,23,34,0.3592,14.92,62.5,0,0,1.017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"NA.1520",7,0,0,0,0,0,0,12,7.5,18.5,34,0.3342,14.16,65.75,0,0,0.6081,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"NA.1521",12,0,0,0,0,0,0,12.5,8,7,34,0.3573,14.45,68.83,0,0,0.6397,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"NA.1522",17.5,0,0,0,0,0,0,27.5,14.5,12,34,0.5109,13.79,69.67,0,0,0.5718,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"NA.1523",22,0,0,0,0,0,0,29,21.5,17.5,34,0.6365,15.75,62.67,0.2015,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"NA.1524",20,0,0,0,0,0,0,18,18.5,22,34,0.5276,18.86,54,0.5235,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"NA.1525",16.5,0,0,0,0,0,0,18.5,13,20,34,0.5025,20.32,51.17,0,0,0,1.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"NA.1526",18.5,0,0,0,0,0,0,19,15,16.5,34,0.4104,22.26,45.08,0,0,1.341,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"NA.1527",8,0,0,0,0,0,0,12,21.5,18.5,34,0.402,24.22,40.08,0,0,2.036,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"NA.1528",12.5,0,0,0,0,0,0,14,13.5,8,34,0.2931,25.89,34.33,0,0,2.295,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"NA.1529",14,0,0,0,0,0,0,15,10,12.5,34,0.2848,26.52,33.58,0,0,3.712,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"NA.1530",11.5,0,0,0,0,0,0,9.5,8.5,14,34,0.3015,27.57,31.5,0,0,3.799,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"NA.1531",11.5,0,0,0,0,0,0,14,7,11.5,34,0.3015,27.89,31.83,0,0,4.875,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"NA.1532",11,0,0,0,0,0,0,14.5,6.5,11.5,34,0.3015,28.17,31.42,0,0,4.725,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"NA.1533",11.5,0,0,0,0,0,0,12,10,11,34,0.3015,27.75,32.92,0,0,5.404,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"NA.1534",10.5,0,0,0,0,0,0,11.5,14,11.5,34,0.2261,26.98,34.08,0,0,5.88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"NA.1535",10.5,0,0,0,0,0,0,12.5,16.5,10.5,34,0.2764,25.23,38.08,0,0,5.085,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"NA.1536",10.5,0,0,0,0,0,0,12,15.5,10.5,34,0.2848,22.52,46.58,0,0,4.78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"NA.1537",12.5,0,0,0,0,0,0,9.5,18,10.5,34,0.3015,20.93,51.92,0,0,3.93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"NA.1538",11,0,0,0,0,0,0,9,21,12.5,34,0.3266,20.2,54.67,0,0,2.394,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"NA.1539",9,0,0,0,0,0,0,13,12,11,34,0.3601,19.38,59.58,0,0,2.372,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
"NA.1540",12.5,0,0,0,0,0,0,14,16.5,9,34,0.3183,18.88,61.33,0,0,1.811,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"NA.1541",10,0,0,0,0,34,0,0,14,12.5,34,0.3936,18.05,64.67,0,0,1.481,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NA.1542",10,0,0,0,0,23,0,0,16,10,34,0.3317,16.21,72.58,0,0,1.681,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"NA.1543",10,0,0,0,0,18.5,0,0,21,10,23,0.3434,15.42,75.25,0,0,1.093,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"NA.1544",10.5,0,0,0,0,7,0,0,25.5,10,22,0.3685,15.02,77.08,0,0,0.4148,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"NA.1545",12.5,0,0,0,0,12,0,0,32.5,10.5,22,0.3685,14.59,78.83,0,0,0.9414,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"NA.1546",11.5,0,0,0,0,17.5,0,0,30.5,12.5,22,0.2931,14.32,80.58,0,0,1.349,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"NA.1547",16.5,0,0,0,0,22,0,0,22,11.5,22,0.2178,15.21,75.75,0,0,1.519,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"NA.1548",16.5,0,0,0,0,20,0,0,22,16.5,22,0.3099,17.81,65.17,0,0,0.9565,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"NA.1549",15,0,0,0,0,16.5,0,0,24,16.5,20,0.3015,21.02,53.33,0,0,0,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
