"","P","A"
"700",30,33.7282195420627
"701",48,38.7786028993166
"702",49,50.5736481442439
"703",63,49.1421293629695
"704",70,58.4743329133766
"705",46,65.1902219158362
"706",55,43.6219318134051
"707",44,47.111287047735
"708",36,55.6092268214348
"709",59,34.3896665300595
"710",63,61.5607390167246
"711",56,59.9205586308812
"712",60,49.3932743925683
"713",46,50.2021532990794
"714",35,39.7147671811808
"715",36,30.7065465663066
"716",19,31.2209441650073
"717",23,20.0558741396238
"718",33,21.4869923182678
"719",24,30.1514527632607
"720",25,23.6831053100271
"721",26,28.6875910201979
"722",25,27.7437344156616
"723",33,26.2320271949056
"724",32,29.3356708215053
"725",27,31.1725245420459
"726",15,31.9574999871498
"727",40,22.3562535626467
"728",29,40.2869600388295
"729",35,27.2510461687697
"730",25,32.913386782371
"731",35,20.8223608647541
"732",39,35.4475849721389
"733",45,39.1629434669544
"734",38,42.6619116483246
"735",43,45.9240934626401
"736",47,36.4352009056634
"737",45,43.8815465729535
"738",42,47.2287528245595
"739",48,32.3507336253715
"740",71,41.4326440715814
"741",69,58.8761969196158
"742",42,53.1054064464353
"743",28,33.5903356187545
"744",11,23.3077231882121
"745",3,12.3387453726799
"746",7,14.3885640543143
"747",17,15.2095900100429
"748",2,17.7409811306622
"749",24,13.528822720038
"750",37,23.4006537089904
"751",17,41.6231239334565
"752",24,11.6547781626646
"753",22,23.2269003444027
"754",8,19.9534374172038
"755",6,14.5651554856679
"756",43,14.7062537780801
"757",21,33.4949393840651
"758",10,26.1759611799949
"759",24,23.6376083699551
"760",49,29.7496459421815
"761",61,43.2904242398511
"762",29,50.4763628066044
"763",27,30.612274813903
"764",23,29.8788147282074
"765",28,28.8369776794545
"766",26,33.3218053041747
"767",43,34.1025565367528
"768",63,46.233652170248
"769",75,62.1843510741851
"770",74,74.0812387415745
"771",88,80.5953494136588
"772",63,81.3611712244153
"773",45,61.2312940079421
"774",25,40.6094294695763
"775",18,19.9686155999943
"776",17,20.9191016968278
"777",33,18.7125659614806
"778",32,28.1766318609661
"779",13,24.8490889693246
"780",23,34.9821895738711
"781",16,11.1274138811608
"782",29,20.2392624017569
"783",24,31.2385875371528
"784",22,27.8640055929374
"785",20,25.3822744084243
"786",14,15.0363191316718
"787",11,18.6277547364258
"788",9,14.1788157181174
"789",5,9.6882309859644
"790",12,9.72884852035723
"791",8,13.099931933738
"792",9,14.7162810906329
"793",11,16.1371223934132
"794",7,16.0003237261119
"795",4,17.5383333907343
"796",7,13.4566495911661
"797",16,22.4655092090346
"798",43,24.4595413179398
"799",34,42.1543680951192
"800",43,36.4962104378212
"801",55,44.7278953595468
"802",54,44.1995372036618
"803",20,44.0697295180912
"804",41,33.3479643991681
"805",27,39.8523121751726
"806",38,32.5389898711197
"807",47,37.3472991563387
"808",39,39.6584460101711
"809",31,28.6787620898574
"810",19,23.7009932459319
"811",13,22.0971103139589
"812",14,12.3759534068328
"813",19,14.3077287363122
"814",7,17.0346497595773
"815",2,9.74653784638483
"816",4,5.98807640214606
"817",1,8.58376991429233
"818",1,7.07615706203592
"819",1,6.67827488903748
"820",1,7.75767483641066
"821",15,10.9269791700772
"822",2,18.9920059650942
"823",3,11.6172908262331
"824",5,11.9612453564332
"825",7,6.75061587129109
"826",17,13.8873319316585
"827",9,16.6353470695932
"828",14,18.0877746057841
"829",28,19.1756552752644
"830",47,33.4926401064516
"831",27,50.19230930628
"832",21,28.5218030011511
"833",22,20.6908241701651
"834",18,22.6597375413041
"835",19,21.2952758777407
"836",33,20.519068498466
"837",30,31.5288744903465
"838",38,29.5782238653696
"839",30,34.5435616392151
"840",31,32.0980908642194
"841",35,34.5239967657673
"842",34,37.0130028386436
"843",27,32.3414498563132
"844",28,31.2385768844437
"845",38,37.7970333777083
"846",48,39.5347253796583
"847",56,44.837790125665
"848",71,46.8552753591805
"849",69,57.0373474303593
"850",54,64.4217302826344
"851",60,49.6988386183252
"852",63,48.6728272711529
"853",50,56.2711975349386
"854",55,55.7155589174493
"855",65,53.498442101976
"856",67,55.4148138806599
"857",78,53.8789932056566
"858",67,59.6672286608577
"859",65,55.4661417958653
"860",50,50.6461678391842
"861",29,41.3828001068445
"862",34,25.662780164891
"863",37,30.3282201053169
"864",43,32.7153297893933
"865",31,41.411658704536
"866",7,35.3121594554471
"867",4,18.2299145735335
"868",24,19.4421885994535
"869",15,25.4052494639479
"870",18,26.3796792962374
"871",42,27.2922598353443
"872",50,38.6560233554495
"873",49,40.8679041856001
"874",51,51.2318513563876
"875",40,44.8439133187741
"876",32,40.6897054410956
"877",48,36.4942802346733
"878",56,53.2906478663846
"879",74,65.6403107956371
"880",64,63.0864407330033
"881",56,48.1193733296603
"882",48,45.6477979533364
"883",39,44.281871810901
"884",21,34.895068624754
"885",3,22.6409943871535
"886",8,10.2538277506793
"887",15,9.70142972169266
"888",30,19.2677218564398
"889",29,37.265331068602
"890",4,37.4187625429465
"891",24,21.2414666866033
"892",50,40.82801363388
"893",56,62.4485411154044
"894",49,58.3699213099262
"895",43,48.8270214023306
"896",40,38.0042564235785
"897",33,31.3772163861556
"898",36,36.8451583417826
"899",55,39.2189470983769
"900",38,51.1711323218139
"901",46,43.0907182501674
"902",55,49.8895575062057
"903",90,68.2776202307305
"904",56,73.8593772765706
"905",49,39.3561219325894
"906",35,43.4317752217122
"907",30,40.230421223696
"908",23,30.3265856797679
"909",26,21.2192340148447
"910",20,21.794421831414
"911",9,18.7420469093333
"912",15,15.27310149084
"913",17,18.8178280620383
"914",18,19.5350394513762
"915",16,21.7900301368069
"916",25,23.0819569058
"917",35,31.2983416429818
"918",4,33.6077293111763
"919",11,17.4131246424319
"920",13,16.5979007824659
"921",20,12.3338679191242
"922",12,24.8982840485351
"923",1,13.4556717668667
"924",1,12.8699657724736
"925",5,13.6399869614117
"926",30,20.2907501264578
"927",29,41.4029689309678
"928",49,33.3238384153239
"929",57,44.2883012303952
"930",17,47.6955878077655
"931",32.5,26.9457919822786
"932",25,31.1805148101406
"933",15,23.1904965945941
"934",10,15.6789754628471
"935",3,9.77555752289664
"936",19,10.4032976260189
"937",22,21.8991258729529
"938",17,22.9182590626768
"939",20,23.6329853768909
"940",22,24.142551537886
"941",27,25.9270288966206
"942",32,25.2789820705813
"943",29,30.4762276762645
"944",23,29.9202823384497
"945",22,22.8790064157807
"946",29,26.1332870021079
"947",31,25.3519862310146
"948",30,31.6098219163136
"949",28,29.5559030205231
"950",27,29.8799407811854
"951",27,30.5261086010593
"952",21,29.7383787261529
"953",25,26.1757288358534
"954",31,26.0206012326977
"955",27,34.9481717340376
"956",28,29.9226852197584
"957",36,31.523715427869
"958",22,35.3745809488411
"959",19,24.9303805778015
"960",21,21.553250426246
"961",22,22.721614787867
"962",31,24.2323612419724
"963",30,31.0349260561042
"964",36,34.8497270187418
"965",41,37.6418760416689
"966",31,42.0137627474495
"967",34,34.3682097208277
"968",38,35.4031446150391
"969",36,35.2005148434813
"970",23,29.8879975864564
"971",16,26.495743033318
"972",22,21.9393911855055
"973",26,24.8825613836323
"974",27,27.7333352596638
"975",29,31.0450958260806
"976",31,29.7611559294682
"977",31,30.8122525260247
"978",30,31.0913437418365
"979",32,30.306871733061
"980",34,33.847015880164
"981",37,37.0217025511099
"982",29,35.4405341367768
"983",25,29.4837484138021
"984",22,27.621483474304
"985",22,24.3248947573162
"986",27,27.4705454757934
"987",28,30.68531736183
"988",35,33.8431617505113
"989",46,40.6931795799714
"990",55,45.4632873383738
"991",50,47.2412546659528
"992",31,44.2154872406142
"993",32,34.413986509652
"994",31,28.1670713475227
"995",32,47.74865063685
"996",58,27.0817180503368
"997",56,49.6579603592045
"998",62,53.2813609221508
"999",64,61.5171430606682
"1000",57,56.779525903088
"1001",62,52.3373892402205
"1002",65,54.8661335335821
"1003",76,58.4541953112557
"1004",67,63.6391703891621
"1005",61,56.9217630659181
"1006",61,51.3304913620775
"1007",61,51.8479142211663
"1008",56,54.1439941300132
"1009",63,59.7535665290553
"1010",58,64.6728215045838
"1011",40,58.5696283736924
"1012",51,38.8451454253423
"1013",67,53.8116396697501
"1014",60,67.1475988455225
"1015",70,57.2023592743149
"1016",109,65.015568421932
"1017",96,83.6627958677079
"1018",73,88.9210888239699
"1019",62,58.2006670011347
"1020",72,57.5066927079253
"1021",57,65.258590093602
"1022",87,64.232030647385
"1023",90,88.0920105542732
"1024",96,80.2130529240615
"1025",85,72.7432815608295
"1026",89,69.2494169888644
"1027",83,75.0919892459339
"1028",79,69.954624834427
"1029",55,63.3112858690257
"1030",49,48.0834349507374
"1031",40,41.4810516366269
"1032",36,39.5268066765347
"1033",43,37.9732496029689
"1034",45,40.4272374633149
"1035",39,39.6758982456516
"1036",50,41.5442535368578
"1037",33,50.4668358448554
"1038",38,35.7130670258439
"1039",44,44.9136086862672
"1040",37,49.7741474316716
"1041",38,38.0261304023152
"1042",55,38.2774368691806
"1043",39,50.6574159221552
"1044",36,41.8628560646171
"1045",44,39.5998876011019
"1046",46,53.0663022355998
"1047",54,52.1181326334697
"1048",43,56.8195127409694
"1049",48,43.0274546809447
"1050",51,45.6243164646606
"1051",49,51.9325595296811
"1052",21,46.4926945459469
"1053",5,21.1162148084562
"1054",12,10.0024925767463
"1055",19,13.8504077609446
"1056",20,20.8236295884206
"1057",11,26.5709195316065
"1058",8,18.8047423800573
"1059",14,19.1832742304058
"1060",19,28.2436453510451
"1061",24,30.3298297230252
"1062",37,34.6899737001107
"1063",44,43.8521411614909
"1064",47,47.6743974020458
"1065",40,39.7115191519105
"1066",32,35.1555777298397
"1067",26,35.3555558030524
"1068",29,31.792871502659
"1069",54,35.939425963069
"1070",51,56.3187646863259
"1071",55,62.7097659952514
"1072",50,46.2747248301125
"1073",32,38.6827738395931
"1074",26,30.1413038712715
"1075",34,28.5588218857368
"1076",14,28.634686472395
