"","FECHA","HORA","PM25","CO","T","HR","VV","DV"
"38585","19-10-2012",1700,10.5,0.3125,16.27,48.08,0.9813,237.9
"38586","19-10-2012",1800,12,0.3993,15.18,51,0.9607,205.9
"38587","19-10-2012",1900,14.5,0.3993,14.02,53.08,0.9502,202.9
"38588","19-10-2012",2000,19,0.4427,13.31,57.67,0.9112,187.8
"38589","19-10-2012",2100,18,0.4514,12.34,64.42,0.3721,219.3
"38590","19-10-2012",2200,19.5,0.6076,11.72,70.83,0.7769,202.2
"38591","19-10-2012",2300,16.5,0.5469,11.12,74,0.6581,201
"38592","19-10-2012",0,17.5,0.6337,10.64,77.92,0.5789,111.5
"38593","20-10-2012",100,18.5,0.6667,10.38,80.08,0.6894,42.96
"38594","20-10-2012",200,20.5,0.651,10.42,79.67,1.517,65.54
"38595","20-10-2012",300,20,0.5093,10.23,77.75,1.009,44.08
"38596","20-10-2012",400,20.5,0.5195,9.458,80.33,0.5526,227.6
"38597","20-10-2012",500,22,0.5368,9.125,83.42,0.4462,93.4
"38598","20-10-2012",600,22.5,0.6407,9.475,84.33,0.5528,102.8
"38599","20-10-2012",700,27,0.7186,10.22,80.83,0.77,228.2
"38600","20-10-2012",800,25.5,0.7619,10.83,78.5,0.6688,182.3
"38601","20-10-2012",900,27.5,0.7446,11.64,74.75,0.6961,212.7
"38602","20-10-2012",1000,27,0.684,12.52,70.25,0.8198,228.7
"38603","20-10-2012",1100,21.5,0.4935,14.09,61.33,0.283,137.4
"38604","20-10-2012",1200,25,0.5281,15.03,58.25,1,210.6
"38605","20-10-2012",1300,22.5,0.5368,15.32,56.5,1.466,232.5
"38606","20-10-2012",1400,32.5,0.658,15.97,55.5,1.433,232.4
"38607","20-10-2012",1500,34.5,0.5887,16.47,55,1.586,222.4
"38608","20-10-2012",1600,15.5,0.4242,16.65,50.75,1.449,230.5
"38609","20-10-2012",1700,17,0.3636,15.66,48.5,1.832,223.5
"38610","20-10-2012",1800,12.5,0.5628,14.44,48.42,0.8259,192.1
"38611","20-10-2012",1900,15,0.8052,12.33,61.08,0.5884,85.99
"38612","20-10-2012",2000,24,0.9351,11.93,64,0.5356,74.23
"38613","20-10-2012",2100,25,0.987,11.53,71.25,0.4878,179.8
"38614","20-10-2012",2200,25,0.9004,10.95,73.58,0.7656,48.03
"38615","20-10-2012",2300,27.5,0.8398,10.52,76.08,0.5085,70.31
"38616","20-10-2012",0,23,0.8225,10.23,77.67,0.7799,66.1
"38617","21-10-2012",100,21,0.7377,9.95,80.42,0.5443,72.12
"38618","21-10-2012",200,16,0.5455,9.992,79.83,0.789,33.64
"38619","21-10-2012",300,14.5,0.531,9.75,81.25,0.3901,133.3
"38620","21-10-2012",400,13,0.5208,9.408,84.5,0.3371,181.7
"38621","21-10-2012",500,8,0.3819,9.133,87.25,0.3301,255.9
"38622","21-10-2012",600,11,0.434,9.108,88,0.8885,80.92
"38623","21-10-2012",700,13,0.4601,9.275,89,0.8957,208.4
"38624","21-10-2012",800,13.5,0.4774,9.633,85.33,0.4349,232.4
"38625","21-10-2012",900,16.5,0.4601,9.9,87.25,0.7255,224.1
"38626","21-10-2012",1000,13.5,0.434,10.11,86.42,0.8794,195.8
"38627","21-10-2012",1100,15,0.3906,11,81.5,0.5363,17.76
"38628","21-10-2012",1200,10,0.3906,11.18,80.75,1.088,244
"38629","21-10-2012",1300,12,0.3993,11.71,78.25,1.027,211.2
"38630","21-10-2012",1400,10.5,0.3299,12.9,71.08,0.7654,191.7
"38631","21-10-2012",1500,10,0.3472,13.18,67.08,0.3058,181.5
"38632","21-10-2012",1600,12,0.3385,12.02,77.42,1.2,255.9
"38633","21-10-2012",1700,11.5,0.3906,11.45,84.08,0.4227,292.3
"38634","21-10-2012",1800,13,0.4253,11.02,87.75,1.146,250.7
"38635","21-10-2012",1900,8,0.3993,10.35,89.11,1.211,249.3
"38636","21-10-2012",2000,5,0.2344,9.15,92.75,1.461,214.3
"38637","21-10-2012",2100,2.5,0.2083,8.208,95,1.77,216.5
"38638","21-10-2012",2200,1,0.2083,7.742,95.58,1.348,233.2
"38639","21-10-2012",2300,1.5,0.1649,7.308,93.25,0.6569,291.2
"38640","21-10-2012",0,2.5,0.1302,7.117,91.92,0.7539,349.9
"38641","22-10-2012",100,1,0.1562,6.108,90.6,2.567,49.84
"38642","22-10-2012",200,1,0.1042,6.592,84.08,3.735,71.47
"38643","22-10-2012",300,1,0.1042,6.633,79.08,2.739,63.78
"38644","22-10-2012",400,2.5,0.1154,6.967,79.33,1.379,33.85
"38645","22-10-2012",500,2.5,0.1558,7.133,77.42,1.347,49.66
"38646","22-10-2012",600,3,0.1645,7.158,77.33,2.551,73.38
"38647","22-10-2012",700,6,0.2424,7.467,78.33,1.989,61.63
"38648","22-10-2012",800,7,0.2511,8.125,79.5,0.8615,56.12
"38649","22-10-2012",900,3,0.2511,10.5,68.83,1.07,50.95
"38650","22-10-2012",1000,2.5,0.1299,12.87,53.08,1.144,163.9
"38651","22-10-2012",1100,4,0.4861,13.67,51.75,0.9837,187.3
"38652","22-10-2012",1200,3,0.2078,14.5,49.83,0.6102,162.9
"38653","22-10-2012",1300,1.5,0.2078,14.94,47.08,1.128,235.2
"38654","22-10-2012",1400,5,0.2078,15.47,43.92,0.554,207.7
"38655","22-10-2012",1500,5.5,0.2251,15.61,43.58,0.225,226.4
"38656","22-10-2012",1600,8.5,0.2338,15.5,44.17,0.5951,138
"38657","22-10-2012",1700,7.5,0.2857,15.02,47.58,1.028,111.5
"38658","22-10-2012",1800,7,0.2771,15.1,50.17,0.5665,211.5
"38659","22-10-2012",1900,8,0.3117,12.81,62.67,1.161,202.4
"38660","22-10-2012",2000,9,0.5541,10.82,73.33,0.5883,93.01
"38661","22-10-2012",2100,10.5,0.5974,9.025,82.58,0.6946,47.04
"38662","22-10-2012",2200,11.5,0.5628,8.85,81.75,1.04,42.49
"38663","22-10-2012",2300,8.5,0.4329,8.25,84.25,1.095,48.51
"38664","22-10-2012",0,2.5,0.3203,8.017,79.75,0.9556,35.48
"38665","23-10-2012",100,4.5,0.2493,7.467,82.92,1.296,58.4
"38666","23-10-2012",200,4,0.2511,6.825,85.92,1.356,62.06
"38667","23-10-2012",300,3,0.2078,6.417,86.25,1.559,67.71
"38668","23-10-2012",400,3,0.2083,6.158,83.42,1.754,93.24
"38669","23-10-2012",500,3.5,0.2344,6.092,84,1.772,83.44
"38670","23-10-2012",600,11,0.4514,6.758,80.5,1.797,69.3
"38671","23-10-2012",700,15.5,0.7639,8.583,72.92,1.182,83.37
"38672","23-10-2012",800,11,0.5208,12.02,60.25,0.2311,114.9
"38673","23-10-2012",900,13,0.3906,14.51,50.17,1.252,235.5
"38674","23-10-2012",1000,11.5,0.4774,16.17,46.83,1.381,240.6
"38675","23-10-2012",1100,11.5,0.5382,17.74,40.42,1.523,241.3
"38676","23-10-2012",1200,13,0.4861,18.95,35.58,1.554,229.3
"38677","23-10-2012",1300,20,0.3906,20.15,33.5,1.494,215.4
"38678","23-10-2012",1400,12,0.3385,19.86,33.67,2.026,262.7
"38679","23-10-2012",1500,9.5,0.2517,20.06,31.75,1.821,216.8
"38680","23-10-2012",1600,5.5,0.2083,19.53,29.58,1.746,213.4
"38681","23-10-2012",1700,10,0.217,19.16,30.5,1.324,221.3
"38682","23-10-2012",1800,12.5,0.2865,17.34,46.08,1.296,242.4
"38683","23-10-2012",1900,9,0.3038,15.58,53.5,1.218,200
"38684","23-10-2012",2000,9.5,0.2604,14.35,59.17,1.061,198.1
"38685","23-10-2012",2100,9.5,0.2257,13.24,64.92,0.5275,241.2
"38686","23-10-2012",2200,8,0.3385,12.5,69,0.2417,50.26
"38687","23-10-2012",2300,8.5,0.4167,11.93,74.33,0.8481,74.31
"38688","23-10-2012",0,9,0.3125,11.74,75.17,0.3636,301.1
"38689","24-10-2012",100,8.5,0.3333,11.07,80.42,0.1457,113.8
"38690","24-10-2012",200,7.5,0.3646,10.96,80.33,0.3434,236.2
"38691","24-10-2012",300,8,0.2199,10.61,80.42,0.1873,309.2
"38692","24-10-2012",400,8,0.2083,10.41,82.58,1.038,33.67
"38693","24-10-2012",500,8.5,0.2691,10.34,82.42,1.161,39.22
"38694","24-10-2012",600,12.5,0.3646,10.21,83.33,0.5028,133
"38695","24-10-2012",700,15.5,0.3906,13.09,72.17,0.247,178.4
"38696","24-10-2012",800,14.5,0.4774,13.6,69.33,1.398,268.5
"38697","24-10-2012",900,16.5,0.5208,14.92,63.92,1.589,253.3
"38698","24-10-2012",1000,17.5,0.4514,16.54,57,1.517,265.6
"38699","24-10-2012",1100,14.5,0.3906,18.01,50.5,1.568,228.3
"38700","24-10-2012",1200,16,0.3299,19.24,44.67,1.702,237.4
"38701","24-10-2012",1300,14,0.2344,20.01,40.92,1.693,224.7
"38702","24-10-2012",1400,11,0.2431,20.47,38.17,2.002,242.5
"38703","24-10-2012",1500,12.5,0.2951,20.95,34.67,2.169,252.4
"38704","24-10-2012",1600,13,0.3125,20.54,37.25,2.048,252.7
"38705","24-10-2012",1700,14.5,0.3646,19.82,40.75,1.822,234.7
"38706","24-10-2012",1800,9.5,0.2951,18.23,47,1.39,223.6
"38707","24-10-2012",1900,9,0.3299,16.07,55.25,1.006,189.8
"38708","24-10-2012",2000,10,0.4601,14.24,63.67,0.5406,194.1
"38709","24-10-2012",2100,9,0.5208,12.62,73.08,0.5926,61.48
"38710","24-10-2012",2200,9,0.5642,11.53,78.75,0.8297,72.24
"38711","24-10-2012",2300,8,0.4601,10.38,83.08,0.6565,72.81
"38712","24-10-2012",0,9,0.3733,10.03,84.08,1.049,53.02
"38713","25-10-2012",100,7,0.2812,9.783,83,1.211,57.08
"38714","25-10-2012",200,7,0.3038,9.025,85,0.8557,67.64
"38715","25-10-2012",300,10.5,0.3009,8.467,87.58,1.185,65.18
"38716","25-10-2012",400,9,0.2662,8.175,87,1.151,56.7
"38717","25-10-2012",500,9,0.3212,7.717,87.6,1.089,55.47
"38718","25-10-2012",600,23.5,0.5729,8.75,83.75,1.125,58.38
"38719","25-10-2012",700,17.5,0.5469,12.3,69.33,0.3613,123.7
"38720","25-10-2012",800,12,0.3125,14.38,61.25,0.3759,275.4
"38721","25-10-2012",900,14,0.3385,16.94,54.08,0.5795,208.5
"38722","25-10-2012",1000,18.5,0.434,18.1,51.58,1.637,238.1
"38723","25-10-2012",1100,15.5,0.4427,19.6,45.58,1.506,234.1
"38724","25-10-2012",1200,19,0.4253,20.95,39.83,1.701,233.7
"38725","25-10-2012",1300,20.5,0.4167,22.03,34.25,1.737,232.8
"38726","25-10-2012",1400,19,0.3733,22.42,33.75,2.005,255.7
"38727","25-10-2012",1500,15,0.3125,22.51,34.33,2.314,249.8
"38728","25-10-2012",1600,14,0.3125,22.1,37.08,2.033,239.9
"38729","25-10-2012",1700,12,0.3212,21.04,41.58,1.849,240.2
"38730","25-10-2012",1800,11,0.3299,19.18,48.67,1.267,217.5
"38731","25-10-2012",1900,10.5,0.3472,16.69,57.08,1.019,195.5
"38732","25-10-2012",2000,12.5,0.5035,15,63.67,0.5291,187.5
"38733","25-10-2012",2100,11,0.6337,13.49,71.58,0.5345,161
"38734","25-10-2012",2200,10,0.6858,12.38,76.75,0.4678,139
"38735","25-10-2012",2300,11.5,0.6597,11.19,83.5,0.4938,71.33
"38736","25-10-2012",0,16,0.625,10.59,85.75,0.7538,57.67
"38737","26-10-2012",100,12,0.4479,10.35,67.5,1.399,66.51
"38738","26-10-2012",200,11.5,0.3125,10.17,84.6,1.352,62.81
"38739","26-10-2012",300,9,0.3241,9.483,86.58,1.26,72.45
"38740","26-10-2012",400,13.5,0.3125,9.083,87.67,0.9828,57.3
"38741","26-10-2012",500,11,0.3819,8.825,88,1.408,68.34
"38742","26-10-2012",600,22.5,0.6076,9.167,74,1.013,49.87
"38743","26-10-2012",700,22.5,0.7118,12.83,72.83,0.6417,60.21
"38744","26-10-2012",800,17,0.5382,14.59,65.08,1.684,244.1
"38745","26-10-2012",900,18,0.4948,16.35,56.25,1.693,229.1
"38746","26-10-2012",1000,24.5,0.5295,18.22,51.5,1.66,251.3
"38747","26-10-2012",1100,20.5,0.5122,20.31,45,1.756,236
"38748","26-10-2012",1200,28.5,0.4601,21.17,42.08,2.141,236.1
"38749","26-10-2012",1300,21.5,0.3299,21.47,42.83,2.355,245.5
"38750","26-10-2012",1400,14,0.2951,21.35,42.5,2.529,249.3
"38751","26-10-2012",1500,14,0.2951,21.79,40.92,2.042,249.3
"38752","26-10-2012",1600,11.5,0.3038,21.87,39,1.847,245.2
"38753","26-10-2012",1700,11.5,0.2865,21.67,37.5,1.858,245.7
"38754","26-10-2012",1800,13.5,0.3125,19.84,44.67,1.519,241.7
"38755","26-10-2012",1900,14.5,0.3472,17.08,58.42,1.195,193.8
"38756","26-10-2012",2000,11.5,0.3646,15.38,63.92,1.119,188.1
"38757","26-10-2012",2100,14,0.4861,14.28,68.25,0.4397,171.9
"38758","26-10-2012",2200,12.5,0.4774,13.76,71.42,0.7892,213
"38759","26-10-2012",2300,13.5,0.5295,12.86,76.83,0.5929,190.5
"38760","26-10-2012",0,10.5,0.4514,12.52,77.67,0.6196,226.5
"38761","27-10-2012",100,11.5,0.4375,12.31,79.58,0.7531,34.7
"38762","27-10-2012",200,13.5,0.4427,12.42,78.83,0.4454,309.7
"38763","27-10-2012",300,12.5,0.4167,11.92,80.92,0.3163,162.1
"38764","27-10-2012",400,11,0.4745,11.88,82.92,0.8081,96.21
"38765","27-10-2012",500,12,0.4253,11.92,82.08,0.2166,306
"38766","27-10-2012",600,12,0.4774,11.91,83,1.028,212.1
"38767","27-10-2012",700,19,0.5208,12.21,79.42,0.9639,15.72
"38768","27-10-2012",800,18,0.4687,13.98,73.58,0.9856,23.48
"38769","27-10-2012",900,24.5,0.6163,13.73,73.5,1.75,248.6
"38770","27-10-2012",1000,27,0.7639,14.82,70.08,0.382,262.7
"38771","27-10-2012",1100,22,0.5816,16.7,62.58,0.2611,201.3
"38772","27-10-2012",1200,21,0.5122,18.63,56.5,0.9276,237.7
"38773","27-10-2012",1300,23,0.5382,19.98,49.33,1.181,245.4
"38774","27-10-2012",1400,19.5,0.4687,21.86,41.42,0.9943,216.4
"38775","27-10-2012",1500,18,0.4167,22.5,38.58,1.424,256.8
"38776","27-10-2012",1600,13,0.3299,22.83,34.5,1.491,253.2
"38777","27-10-2012",1700,9,0.3125,22.96,30.83,1.24,246.2
"38778","27-10-2012",1800,12,0.3125,22.87,28.58,0.5715,215
"38779","27-10-2012",1900,17.5,0.842,19.57,37,0.217,121.6
"38780","27-10-2012",2000,19.5,1.215,17.78,47.92,0.3621,133.1
"38781","27-10-2012",2100,23.5,0.9635,16.62,56.08,0.4325,57.84
"38782","27-10-2012",2200,27,0.8507,15.38,64.08,0.9203,63.94
"38783","27-10-2012",2300,22,0.6684,14.94,65.25,1.238,60.62
"38784","27-10-2012",0,18.5,0.6337,14.33,67.75,1.261,62.33
"38785","28-10-2012",100,14.5,0.5312,14.07,67.33,1.137,50.95
"38786","28-10-2012",200,15.5,0.5816,13.71,69.42,1.209,60.96
"38787","28-10-2012",300,16,0.544,13.23,71.25,0.5318,64.33
"38788","28-10-2012",400,15.5,0.4848,12.76,74,0.7989,82.05
"38789","28-10-2012",500,13,0.4502,12.18,77.58,1.248,79.33
"38790","28-10-2012",600,16,0.4416,12.56,75,1.973,74.43
"38791","28-10-2012",700,16,0.4069,14.38,65.5,1.215,73.57
"38792","28-10-2012",800,15.5,0.3377,18.46,50.75,0.6659,234.6
"38793","28-10-2012",900,14.5,0.3117,21.87,40.33,0.528,280.6
"38794","28-10-2012",1000,19.5,0.4329,23.51,36.83,1.774,239.5
"38795","28-10-2012",1100,14,0.4329,24.42,31,1.848,248
"38796","28-10-2012",1200,19,0.4156,25.84,28.33,1.914,236.3
"38797","28-10-2012",1300,13.5,0.329,26.52,25.33,1.988,234.2
"38798","28-10-2012",1400,19.5,0.3117,27.02,26.58,1.882,224.9
"38799","28-10-2012",1500,14.5,0.3117,25.87,30.5,2.109,230.6
"38800","28-10-2012",1600,16.5,0.3117,24.21,37.42,2.507,256.7
"38801","28-10-2012",1700,13.5,0.3117,23.06,39,2.054,262.6
"38802","28-10-2012",1800,12.5,0.3117,21.52,41.64,1.356,241.5
"38803","28-10-2012",1900,13,0.3117,19.17,47.67,1.127,200.1
"38804","28-10-2012",2000,7.5,0.3117,17.92,43.83,0.9725,222.1
"38805","28-10-2012",2100,15,0.3117,17.02,45.5,0.8347,232.2
"38806","28-10-2012",2200,11,0.3117,15.77,49.67,0.8648,273.4
"38807","28-10-2012",2300,12.5,0.3117,13.88,60.25,0.2733,203.3
"38808","28-10-2012",0,14.5,0.3377,13.29,64.92,0.7409,216.6
"38809","29-10-2012",100,10.5,0.239,12,69.5,0.9632,220.7
"38810","29-10-2012",200,8,0.2078,10.86,73.33,0.8654,195.6
"38811","29-10-2012",300,10.5,0.2078,10.08,78.42,1.109,63.68
"38812","29-10-2012",400,10.5,0.2083,10.04,80,0.4351,15.03
"38813","29-10-2012",500,19,0.2083,9.367,87.17,1.171,207.5
"38814","29-10-2012",600,19,0.2865,9.55,89.92,1.199,56.14
"38815","29-10-2012",700,20,0.3299,12.3,75.42,0.6523,354.8
"38816","29-10-2012",800,21,0.3993,13.62,70.42,1.643,244.8
"38817","29-10-2012",900,26.5,0.5295,16.55,61,0.8681,233.4
"38818","29-10-2012",1000,21.5,0.5208,19.36,50.42,1.074,244
"38819","29-10-2012",1100,20.5,0.4948,21.32,38.5,1.619,240.2
"38820","29-10-2012",1200,15,0.4253,22.93,31.25,2.058,246.5
"38821","29-10-2012",1300,11.5,0.3299,24.32,24.58,1.612,239.7
"38822","29-10-2012",1400,11.5,0.3125,25.24,19.58,1.876,262.2
"38823","29-10-2012",1500,10,0.3038,25.61,15.17,1.864,252.7
"38824","29-10-2012",1600,14,0.2691,25.62,14.75,1.778,254
"38825","29-10-2012",1700,10.5,0.2604,25.26,16.17,1.613,237.3
"38826","29-10-2012",1800,22,0.3299,23.17,25.42,1.255,225.5
"38827","29-10-2012",1900,20.5,0.3993,20.09,40.75,0.6308,170.8
"38828","29-10-2012",2000,14,0.5208,17.42,50.42,0.4585,40.68
"38829","29-10-2012",2100,16,0.5295,16.61,51.75,1.126,54.69
"38830","29-10-2012",2200,15,0.4774,15.62,55.08,1.229,51.18
"38831","29-10-2012",2300,9,0.4167,14.34,60.58,1.531,57.53
"38832","29-10-2012",0,11.5,0.3212,13.29,63.92,1.024,73.23
"38833","30-10-2012",100,10.5,0.3229,12.6,67.25,1.119,52.45
"38834","30-10-2012",200,9.5,0.3038,12.47,64.92,0.9898,64.19
"38835","30-10-2012",300,10.5,0.2662,11.77,66.5,1.001,57.24
"38836","30-10-2012",400,11,0.2771,11.12,69.75,1.493,77.23
"38837","30-10-2012",500,14,0.329,11.57,68.08,1.392,56.88
"38838","30-10-2012",600,21.5,0.6667,12.77,63.58,1.688,64.15
"38839","30-10-2012",700,28,0.7879,15.18,56.92,0.3711,333.5
"38840","30-10-2012",800,24,0.6234,16.82,53.67,1.438,275.8
"38841","30-10-2012",900,26,0.8052,19.57,45.42,1.256,214.1
"38842","30-10-2012",1000,29.5,0.6667,20.78,42.33,1.807,219.6
"38843","30-10-2012",1100,28,0.355,20.9,43.33,2.383,223.8
"38844","30-10-2012",1200,27,0.2944,20.47,42.83,2.836,253.9
"38845","30-10-2012",1300,9.5,0.2338,20.9,39.83,2.222,248.4
"38846","30-10-2012",1400,3,0.2857,21.3,38.75,2.265,258.9
"38847","30-10-2012",1500,25,0.2424,21.53,37.67,2.218,249.6
"38848","30-10-2012",1600,14,0.2251,20.87,34.25,1.791,244.6
"38849","30-10-2012",1700,21,0.3117,20.96,29.67,1.51,234.7
"38850","30-10-2012",1800,24,0.3117,19.92,29.92,1.08,196.4
"38851","30-10-2012",1900,18.5,0.4242,17.22,37.83,0.8143,198
"38852","30-10-2012",2000,16.5,0.4762,15.12,55.58,0.9611,197.2
"38853","30-10-2012",2100,12,0.3896,13.4,64.58,0.7902,204.5
"38854","30-10-2012",2200,12,0.5195,12.14,71.58,0.2477,141.7
"38855","30-10-2012",2300,11,0.5022,11.32,75.5,0.744,48.03
"38856","30-10-2012",0,11.5,0.4416,11.17,73.42,1.097,71.38
"38857","31-10-2012",100,11.5,0.426,10.42,78.17,0.1402,256.6
"38858","31-10-2012",200,11.5,0.4156,9.692,82.25,1.331,72.33
"38859","31-10-2012",300,12,0.3232,9.4,81.33,1.502,72.05
"38860","31-10-2012",400,11,0.3125,8.767,82.92,0.7733,73.98
"38861","31-10-2012",500,11.5,0.3733,8.208,86.33,0.849,76.71
"38862","31-10-2012",600,16,0.5382,9.242,82.33,1.185,77.71
"38863","31-10-2012",700,22,0.6684,13.3,65.25,0.04716,27.81
"38864","31-10-2012",800,20,0.6163,14.53,64.83,1.287,214.6
"38865","31-10-2012",900,26,0.7639,16.38,59.58,1.371,223.5
"38866","31-10-2012",1000,31,0.7639,18.21,52.25,1.696,226.4
"38867","31-10-2012",1100,28,0.651,19.89,46.42,1.527,235.8
"38868","31-10-2012",1200,23,0.4948,21.38,40.25,1.767,224.5
"38869","31-10-2012",1300,24.5,0.4861,22.46,38.08,1.983,244.7
"38870","31-10-2012",1400,18.5,0.4774,22.62,37.42,2.407,249
"38871","31-10-2012",1500,17.5,0.3299,22.81,36,2.027,235
"38872","31-10-2012",1600,11.5,0.3038,22.42,32.58,2.055,256
"38873","31-10-2012",1700,11.5,0.3125,22.11,31.33,1.653,242
"38874","31-10-2012",1800,14,0.3472,20.14,39.17,1.481,241.1
"38875","31-10-2012",1900,13,0.3733,17.77,48.33,1.038,201.7
"38876","31-10-2012",2000,15,0.4774,15.82,57.17,0.4137,121.5
"38877","31-10-2012",2100,15,0.6337,14.1,66.5,0.6125,60.43
"38878","31-10-2012",2200,14.5,0.6076,13.64,67.58,0.8563,44.69
"38879","31-10-2012",2300,14,0.5295,12.63,71.25,0.8878,74.96
"38880","31-10-2012",0,13,0.5729,12.02,74.83,0.9887,59.31
"38881","01-11-2012",100,12.5,0.4375,11.92,73.33,1.506,51.54
"38882","01-11-2012",200,14,0.4427,11.38,75.17,0.564,150.1
"38883","01-11-2012",300,11.5,0.4167,10.53,79.5,0.9614,74.4
"38884","01-11-2012",400,12.5,0.4051,10.29,79.5,1.169,55.45
"38885","01-11-2012",500,12,0.3299,10.14,78.67,1.715,62.82
"38886","01-11-2012",600,12,0.3299,11.2,73.25,0.8831,40.65
"38887","01-11-2012",700,15,0.3385,13.43,64.67,1.4,251.3
"38888","01-11-2012",800,14,0.3819,15.97,57.58,0.6325,225.1
"38889","01-11-2012",900,16,0.3385,18.26,50,1.07,243.9
"38890","01-11-2012",1000,17.5,0.3212,19.72,45.75,1.571,229.3
"38891","01-11-2012",1100,19,0.3472,21.96,40.58,1.164,221.2
"38892","01-11-2012",1200,19,0.3299,23.27,36.92,1.441,240.9
"38893","01-11-2012",1300,19,0.3125,24.58,32.08,1.582,222.3
"38894","01-11-2012",1400,17.5,0.2604,25.2,29.75,2.126,249.8
"38895","01-11-2012",1500,16.5,0.2083,25.52,29.33,2.073,239.1
"38896","01-11-2012",1600,15,0.2083,25.43,28.42,1.88,237.4
"38897","01-11-2012",1700,14,0.217,24.67,30.25,1.896,241.7
"38898","01-11-2012",1800,16.5,0.2083,22.84,37.08,1.2,220.7
"38899","01-11-2012",1900,15,0.2865,20.06,43.92,1.141,184.5
"38900","01-11-2012",2000,16.5,0.3733,17.61,53.92,0.502,100.1
"38901","01-11-2012",2100,14,0.3993,16.2,62.25,0.909,67.24
"38902","01-11-2012",2200,15.5,0.4687,14.99,67.25,0.6566,99.4
"38903","01-11-2012",2300,16,0.4253,14.36,69.75,1.035,63.16
"38904","01-11-2012",0,16.5,0.408,13.63,71.92,0.9219,51.02
"38905","02-11-2012",100,14.5,0.3542,13.4,71.5,1.511,62.82
"38906","02-11-2012",200,15.5,0.3819,12.46,75.33,0.7892,70.48
"38907","02-11-2012",300,14,0.3125,11.82,78.17,1.06,56.31
"38908","02-11-2012",400,12.5,0.3125,12.02,75.67,1.454,57.5
"38909","02-11-2012",500,14.5,0.3559,11.27,78.17,0.7368,60.99
"38910","02-11-2012",600,12,0.3125,12.02,76,1.587,67.25
"38911","02-11-2012",700,13.5,0.3125,15.88,58.75,1.31,62.5
"38912","02-11-2012",800,13,0.2431,19.22,46.17,1.098,235.8
"38913","02-11-2012",900,15.5,0.2865,20.57,43.33,1.574,253.4
"38914","02-11-2012",1000,15.5,0.3125,22.45,38.75,1.585,225.2
"38915","02-11-2012",1100,17.5,0.3212,23.88,36.25,1.791,228.6
"38916","02-11-2012",1200,19,0.3733,25.17,32.67,1.576,219.3
"38917","02-11-2012",1300,16,0.3038,26.09,28.58,1.996,256.7
"38918","02-11-2012",1400,16.5,0.3038,26.39,29.42,1.854,249.3
"38919","02-11-2012",1500,16,0.2865,26.5,29.67,2.161,235.8
"38920","02-11-2012",1600,17,0.2951,26.52,29.58,2.279,264.1
"38921","02-11-2012",1700,16.5,0.3125,25.54,33.58,1.815,242.1
"38922","02-11-2012",1800,15.5,0.3125,23.7,37.25,1.441,214.7
"38923","02-11-2012",1900,13,0.2951,20.92,42.75,1.316,200.6
"38924","02-11-2012",2000,14.5,0.3299,18.65,52.33,0.8574,185.4
"38925","02-11-2012",2100,13,0.3212,17.01,60.08,0.5048,187.1
"38926","02-11-2012",2200,13,0.3993,16.03,65.25,1.008,41.33
"38927","02-11-2012",2300,15.5,0.434,15.08,68.75,0.4816,101.9
"38928","02-11-2012",0,11.5,0.4167,14.12,74.08,1.249,63.78
"38929","03-11-2012",100,12,0.3333,13.97,73.08,1.193,55.93
"38930","03-11-2012",200,11.5,0.3125,13.64,73.5,1.502,61.23
"38931","03-11-2012",300,10.5,0.3125,12.74,77.67,1.013,61.69
"38932","03-11-2012",400,11.5,0.3125,12.35,66.83,1.072,54.45
"38933","03-11-2012",500,10.5,0.3125,11.72,81.55,0.7816,68.05
"38934","03-11-2012",600,12.5,0.3125,12.62,78.83,0.9357,56.52
"38935","03-11-2012",700,13.5,0.3125,15.98,65.42,1.127,42.21
"38936","03-11-2012",800,13,0.2604,19.47,52.25,0.7303,238.5
"38937","03-11-2012",900,15,0.3125,20.81,48.33,1.727,224.5
"38938","03-11-2012",1000,17,0.3906,22.21,44,1.772,232.5
"38939","03-11-2012",1100,21,0.4167,23.39,40.08,1.784,253.2
"38940","03-11-2012",1200,19.5,0.408,24.73,36.5,1.865,253.7
"38941","03-11-2012",1300,19.5,0.3125,25.8,33.25,2.009,233.9
"38942","03-11-2012",1400,18,0.2083,26.17,32,2.024,230.7
"38943","03-11-2012",1500,17.5,0.2083,26.57,31.82,1.938,245.4
"38944","03-11-2012",1600,15.5,0.2083,26.4,31.92,2.022,251.2
"38945","03-11-2012",1700,15.5,0.2083,25.61,35.25,1.865,258.1
"38946","03-11-2012",1800,14.5,0.2083,23.69,39.42,1.253,231.6
"38947","03-11-2012",1900,13.5,0.2431,20.95,45.5,1.024,194.9
"38948","03-11-2012",2000,14.5,0.3299,19.18,52.17,0.8258,169.3
"38949","03-11-2012",2100,14,0.4601,17.2,62.25,0.5514,70.09
"38950","03-11-2012",2200,14,0.5295,16.16,68.25,0.8506,82.34
"38951","03-11-2012",2300,15.5,0.4427,15.36,70.92,0.75,75.19
"38952","03-11-2012",0,12,0.408,15.02,72.08,1.413,51.2
"38953","04-11-2012",100,12.5,0.3542,14.82,71.33,1.105,40.44
"38954","04-11-2012",200,13.5,0.3299,14.27,73.25,1.345,70.79
"38955","04-11-2012",300,11.5,0.3125,13.44,77.33,1.119,67.27
