"","FECHA","HORA","PM25","CO","T","HR","VV","DV"
"22801","01-01-2011",100,26,0.9,15.41,83.08,0.9106,91.16
"22802","01-01-2011",200,19,0.7,14.79,83.17,0.9791,86.51
"22803","01-01-2011",300,17,0.6,15.09,78.92,2.023,74.86
"22804","01-01-2011",400,17,0.5,14.97,76.42,1.239,68.58
"22805","01-01-2011",500,19,0.5,13.88,82,0.9268,86.59
"22806","01-01-2011",600,22,0.6,14.43,81,0.424,95.66
"22807","01-01-2011",700,23,0.5,18.96,61.58,0.4756,219.8
"22808","01-01-2011",800,42,0.9,19.82,62.25,1.343,248.9
"22809","01-01-2011",900,34,0.7,21.71,55.92,1.4,226.7
"22810","01-01-2011",1000,27,0.5,23.64,48.92,1.83,227.2
"22811","01-01-2011",1100,18,0.4,25.84,41.17,1.785,233.5
"22812","01-01-2011",1200,17,0.4,27.5,35.83,2.013,246.8
"22813","01-01-2011",1300,29,0.3,28.72,34.33,2.21,242.5
"22814","01-01-2011",1400,12,0.3,28.29,35.42,2.547,236.8
"22815","01-01-2011",1500,8,0.2,28.17,33.08,2.509,242.6
"22816","01-01-2011",1600,15,0.2,27.73,34.83,2.474,260.5
"22817","01-01-2011",1700,20,0.3,26.64,40.17,2.208,247.2
"22818","01-01-2011",1800,8,0.3,25.37,42.92,1.703,220.5
"22819","01-01-2011",1900,15,0.3,22.97,47.92,1.378,201.3
"22820","01-01-2011",2000,14,0.3,20.28,57.25,1.094,200.9
"22821","01-01-2011",2100,11,0.3,18.51,62.75,0.9555,192.8
"22822","01-01-2011",2200,15,0.4,17.13,69.67,0.5169,128.3
"22823","01-01-2011",2300,13,0.3,16.37,74,0.6695,157.3
"22824","01-01-2011",0,10,0.5,15.71,77.42,0.6298,174.5
"22825","02-01-2011",100,11,0.5,14.82,81.42,0.474,114.5
"22826","02-01-2011",200,12,0.4,14.17,85.08,0.6143,139.8
"22827","02-01-2011",300,10,0.4,14.35,80.67,0.1845,335.6
"22828","02-01-2011",400,12,0.4,13.74,84.83,0.6405,86.69
"22829","02-01-2011",500,15,0.4,13.36,86.83,0.4143,176.6
"22830","02-01-2011",600,13,0.3,13.81,82.75,0.8392,179.9
"22831","02-01-2011",700,17,0.3,16.22,73.25,0.6314,158
"22832","02-01-2011",800,15,0.3,17.52,66.08,1.756,229.7
"22833","02-01-2011",900,15,0.3,18.19,63.42,1.966,225.7
"22834","02-01-2011",1000,15,0.3,19.53,58.92,1.83,232.9
"22835","02-01-2011",1100,17,0.3,21.26,54.42,1.873,239.2
"22836","02-01-2011",1200,15,0.3,22.74,49.5,1.809,238.1
"22837","02-01-2011",1300,18,0.3,23.67,47.25,2.095,240.8
"22838","02-01-2011",1400,13,0.2,24.22,45.25,2.401,235.6
"22839","02-01-2011",1500,10,0.2,24.21,44.08,2.355,242.8
"22840","02-01-2011",1600,9,0.2,23.68,45.25,2.375,247.4
"22841","02-01-2011",1700,11,0.2,22.72,47.92,2.221,246.7
"22842","02-01-2011",1800,11,0.2,21.56,51.67,1.529,221.8
"22843","02-01-2011",1900,9,0.2,19.41,57.92,1.467,225.8
"22844","02-01-2011",2000,9,0.2,17.74,63.83,1.225,194.7
"22845","02-01-2011",2100,9,0.3,16.54,68.17,1.117,198.5
"22846","02-01-2011",2200,9,0.3,15.86,70.92,0.9335,209.6
"22847","02-01-2011",2300,8,0.3,14.91,74.17,0.8804,202.6
"22848","02-01-2011",0,10,0.3,14.12,77.67,0.9065,198.4
"22849","03-01-2011",100,10,0.3,13.2,82.42,0.5844,173
"22850","03-01-2011",200,4,0.2,12.62,83.25,0.9383,195.9
"22851","03-01-2011",300,6,0.2,11.93,86.33,0.7612,175.8
"22852","03-01-2011",400,4,0.3,11.08,89.75,0.5285,122.6
"22853","03-01-2011",500,8,0.3,10.72,91.83,0.428,108.7
"22854","03-01-2011",600,24,0.3,11.62,89.17,0.5492,78.15
"22855","03-01-2011",700,5,0.2,14.84,73.33,0.5118,144.3
"22856","03-01-2011",800,15,0.2,16.79,67.33,0.479,123.2
"22857","03-01-2011",900,18,0.3,18.95,60,0.93,245.4
"22858","03-01-2011",1000,12,0.3,20.71,54.25,1.174,222.1
"22859","03-01-2011",1100,14,0.3,22.33,49.08,1.635,239
"22860","03-01-2011",1200,15,0.3,23.91,44.08,1.627,232.4
"22861","03-01-2011",1300,18,0.3,25.62,39.75,1.636,222.8
"22862","03-01-2011",1400,18,0.3,26.3,38.08,2.243,256.8
"22863","03-01-2011",1500,17,0.2,26.21,39,2.293,249.3
"22864","03-01-2011",1600,9,0.2,25.23,41,2.428,251.9
"22865","03-01-2011",1700,6,0.2,24.17,41.33,2.456,264.4
"22866","03-01-2011",1800,8,0.2,22.82,42.83,1.593,248.4
"22867","03-01-2011",1900,12,0.2,19.8,51.67,1.527,221.7
"22868","03-01-2011",2000,8,0.2,17.79,57.92,1.432,237
"22869","03-01-2011",2100,8,0.2,16.49,62.33,0.9227,217.6
"22870","03-01-2011",2200,8,0.2,15.24,67.5,0.6821,189.7
"22871","03-01-2011",2300,5,0.2,14.42,72.42,0.8566,192.4
"22872","03-01-2011",0,6,0.2,13.79,73,1.236,215.9
"22873","04-01-2011",100,6,0.1,12.86,77.83,0.6409,200.9
"22874","04-01-2011",200,4,0.1,12.96,77.92,0.4952,84
"22875","04-01-2011",300,5,0.1,13.2,76.33,0.4535,79.93
"22876","04-01-2011",400,4,0.1,13.32,76.08,0.7757,192.4
"22877","04-01-2011",500,1,0.1,12.79,72.17,1.569,220.8
"22878","04-01-2011",600,5,0.1,12.67,72.25,0.2064,32.02
"22879","04-01-2011",700,6,0.2,13.48,69.33,1.075,356.6
"22880","04-01-2011",800,6,0.1,14.36,66.17,0.3646,31.28
"22881","04-01-2011",900,7,0.2,14.84,64.17,0.9628,286.5
"22882","04-01-2011",1000,7,0.2,15.76,60,0.8078,303.2
"22883","04-01-2011",1100,9,0.2,17.45,54.33,0.7514,344.1
"22884","04-01-2011",1200,3,0.2,19.75,45.92,0.6751,67.26
"22885","04-01-2011",1300,7,0.2,21.26,39.58,1.184,253.9
"22886","04-01-2011",1400,8,0.2,21.46,39.25,1.912,243
"22887","04-01-2011",1500,6,0.2,22.52,37.25,1.404,210
"22888","04-01-2011",1600,8,0.2,22.41,37.17,1.666,207.4
"22889","04-01-2011",1700,5,0.2,21.6,39,1.41,204.3
"22890","04-01-2011",1800,17,0.2,21.76,40.75,1.544,234.9
"22891","04-01-2011",1900,14,0.3,20.03,50.58,1.194,221
"22892","04-01-2011",2000,12,0.3,17.88,60.25,0.9126,178.9
"22893","04-01-2011",2100,12,0.3,16.51,68.08,0.8686,172.1
"22894","04-01-2011",2200,8,0.3,15.07,75.5,0.3753,128.2
"22895","04-01-2011",2300,6,0.4,13.77,80.33,0.684,69.81
"22896","04-01-2011",0,4,0.3,13.53,78.92,0.7395,43.01
"22897","05-01-2011",100,3,0.2,13.38,77.17,0.8314,39
"22898","05-01-2011",200,6,0.2,12.89,78.17,0.8539,37.96
"22899","05-01-2011",300,5,0.2,12.12,81.17,1.048,56.24
"22900","05-01-2011",400,3,0.2,11.54,81.92,1.11,66.91
"22901","05-01-2011",500,6,0.2,11.12,78.5,0.9359,55.91
"22902","05-01-2011",600,14,0.3,11.77,76.92,1.458,64.15
"22903","05-01-2011",700,10,0.2,16.09,57.67,1.208,57.26
"22904","05-01-2011",800,13,0.2,19.22,51.5,0.6149,197.9
"22905","05-01-2011",900,13,0.2,20.36,49.08,1.147,236
"22906","05-01-2011",1000,6,0.3,23.27,40.83,0.8496,242.5
"22907","05-01-2011",1100,15,0.4,24.91,34.92,1.344,234.9
"22908","05-01-2011",1200,14,0.4,26.54,31.08,1.693,247.9
"22909","05-01-2011",1300,10,0.3,28.52,24.42,1.366,222.5
"22910","05-01-2011",1400,13,0.3,29.24,20.83,1.457,242.7
"22911","05-01-2011",1500,13,0.2,29.47,18.83,1.795,234.9
"22912","05-01-2011",1600,14,0.1,29.78,18,1.697,240.9
"22913","05-01-2011",1700,15,0.1,29.36,19.27,1.689,236.5
"22914","05-01-2011",1800,22,0.2,28.12,25,1.767,257.1
"22915","05-01-2011",1900,18,0.2,25.67,31.08,1.27,222.2
"22916","05-01-2011",2000,28,0.3,22.8,40.17,0.7432,157
"22917","05-01-2011",2100,18,0.4,20.4,50.5,0.6424,68.02
"22918","05-01-2011",2200,14,0.4,18.65,57.58,0.8115,82.36
"22919","05-01-2011",2300,9,0.4,18.03,57.83,1.264,67.28
"22920","05-01-2011",0,10,0.3,17.57,57.25,1.293,65.71
"22921","06-01-2011",100,15,0.3,16.58,60.75,1.101,73.48
"22922","06-01-2011",200,10,0.3,15.76,63.83,1.165,79.25
"22923","06-01-2011",300,12,0.3,15.02,67,1.326,74.17
"22924","06-01-2011",400,12,0.3,14.97,66,1.695,74.07
"22925","06-01-2011",500,13,0.3,14.67,66.17,1.522,73.02
"22926","06-01-2011",600,21,0.5,15.37,63.25,1.054,80.55
"22927","06-01-2011",700,17,0.4,19.81,46.75,0.5281,134.2
"22928","06-01-2011",800,25,0.4,22.52,42.42,0.5406,201.2
"22929","06-01-2011",900,28,0.5,23.45,42.5,1.613,233.2
"22930","06-01-2011",1000,24,0.4,24.72,40.58,2.008,272.5
"22931","06-01-2011",1100,27,0.4,26.49,36.75,1.606,247.5
"22932","06-01-2011",1200,30,0.3,27.47,34.75,2.103,241.3
"22933","06-01-2011",1300,25,0.3,27.81,34.67,2.488,250.9
"22934","06-01-2011",1400,16,0.2,27.96,33,2.376,255.1
"22935","06-01-2011",1500,19,0.2,27.52,32.5,2.363,254.7
"22936","06-01-2011",1600,31,0.3,26.6,37.25,2.48,254.1
"22937","06-01-2011",1700,25,0.3,25.11,43.17,2.102,245.6
"22938","06-01-2011",1800,25,0.3,23.55,48.5,1.493,244.2
"22939","06-01-2011",1900,15,0.3,21.25,56.58,1.283,236.1
"22940","06-01-2011",2000,13,0.4,19.36,63.5,0.9479,227.7
"22941","06-01-2011",2100,9,0.3,17.87,67.5,1.192,215.6
"22942","06-01-2011",2200,10,0.3,16.55,73.67,0.9242,202
"22943","06-01-2011",2300,11,0.4,15.45,80.17,0.5508,155.2
"22944","06-01-2011",0,10,0.4,14.79,83.83,0.9304,204.8
"22945","07-01-2011",100,6,0.3,13.99,87.5,0.6544,189.9
"22946","07-01-2011",200,4,0.3,13.14,91.42,0.4757,95.98
"22947","07-01-2011",300,9,0.3,13.04,91.67,0.09585,299.4
"22948","07-01-2011",400,8,0.2,12.77,92.92,0.5918,223.7
"22949","07-01-2011",500,5,0.3,12.08,94.58,0.6022,108.3
"22950","07-01-2011",600,30,0.3,12.83,93.09,1.053,65.21
"22951","07-01-2011",700,14,0.5,15.71,79.25,0.8309,249.9
"22952","07-01-2011",800,25,0.4,17.32,72.83,1.392,220.7
"22953","07-01-2011",900,24,0.4,18.97,66.92,1.684,245.9
"22954","07-01-2011",1000,25,0.4,20.91,59.67,1.923,234.4
"22955","07-01-2011",1100,36,0.4,22.73,55.25,1.926,237.7
"22956","07-01-2011",1200,28,0.4,23.96,51.92,2.14,241.1
"22957","07-01-2011",1300,15,0.3,24.91,46.42,2.527,233
"22958","07-01-2011",1400,12,0.2,25.65,41.17,2.407,248.4
"22959","07-01-2011",1500,8,0.2,25.97,37.08,2.602,264.2
"22960","07-01-2011",1600,17,0.2,25.62,36.33,2.955,276.5
"22961","07-01-2011",1700,19,0.2,25.37,37.33,2.21,262.4
"22962","07-01-2011",1800,22,0.2,24.73,38.75,1.652,252.1
"22963","07-01-2011",1900,27,0.2,22.72,47.42,1.149,219.8
"22964","07-01-2011",2000,26,0.3,20.39,57.83,1.052,176.8
"22965","07-01-2011",2100,21,0.4,18.82,64.42,0.8674,171.1
"22966","07-01-2011",2200,22,0.4,17.67,69.17,0.4608,165.2
"22967","07-01-2011",2300,19,0.4,16.2,77.25,0.6102,99.19
"22968","07-01-2011",0,18,0.5,15.45,79.08,0.5163,79.9
"22969","08-01-2011",100,17,0.5,14.72,81.08,0.539,91.95
"22970","08-01-2011",200,18,0.5,14.24,82.42,0.8261,77.07
"22971","08-01-2011",300,16,0.4,13.72,83,0.5479,80.98
"22972","08-01-2011",400,18,0.4,14.01,80,1.25,65.27
"22973","08-01-2011",500,16,0.5,13.22,82.17,0.8259,85.5
"22974","08-01-2011",600,23,0.4,13.64,81,0.8288,74.58
"22975","08-01-2011",700,22,0.3,17.98,63.67,0.3585,145.8
"22976","08-01-2011",800,26,0.4,19.45,59.67,1.31,231.3
"22977","08-01-2011",900,25,0.4,21.5,54.08,1.32,238.8
"22978","08-01-2011",1000,23,0.4,22.97,49.58,1.861,249.6
"22979","08-01-2011",1100,21,0.4,25.08,41.67,1.77,244.8
"22980","08-01-2011",1200,26,0.4,26.97,36.83,1.679,239.2
"22981","08-01-2011",1300,21,0.3,28.21,34.67,1.856,238.2
"22982","08-01-2011",1400,23,0.3,28.77,34.25,2.162,235
"22983","08-01-2011",1500,7,0.2,29.01,30.25,2.165,260.5
"22984","08-01-2011",1600,11,0.2,29.12,27.25,2.15,252.3
"22985","08-01-2011",1700,27,0.2,28.22,32.08,2.491,272.2
"22986","08-01-2011",1800,17,0.2,27.01,34.75,1.624,268.8
"22987","08-01-2011",1900,16,0.2,24.85,39.5,1.101,205.5
"22988","08-01-2011",2000,25,0.4,22.44,48,0.8601,173
"22989","08-01-2011",2100,19,0.5,20.52,57.83,0.6907,165.4
"22990","08-01-2011",2200,20,0.5,19.12,64.5,0.4935,86.66
"22991","08-01-2011",2300,9,0.5,18.73,63.42,0.894,58.59
"22992","08-01-2011",0,23,0.6,17.57,69.17,0.5356,110.5
"22993","09-01-2011",100,11,0.5,16.82,71.83,0.8322,61.64
"22994","09-01-2011",200,13,0.3,17.02,69,1.259,66.38
"22995","09-01-2011",300,18,0.3,16.45,70.75,1.109,90.36
"22996","09-01-2011",400,17,0.3,15.87,73.17,1.006,69.17
"22997","09-01-2011",500,15,0.3,16.02,71.75,1.547,69.58
"22998","09-01-2011",600,17,0.3,16.35,69.83,1.166,66
"22999","09-01-2011",700,22,0.2,19.71,58.5,0.402,84.55
"23000","09-01-2011",800,19,0.3,21.47,52.75,1.255,241.3
"23001","09-01-2011",900,21,0.3,23.65,46.17,1.624,258.7
"23002","09-01-2011",1000,20,0.3,25.81,40.92,1.636,239.9
"23003","09-01-2011",1100,22,0.3,27.71,36.92,1.529,214.6
"23004","09-01-2011",1200,17,0.3,28.73,32.67,2.098,233.7
"23005","09-01-2011",1300,19,0.3,29.38,30.42,2.399,255.1
"23006","09-01-2011",1400,25,0.2,29.26,29.42,2.389,252.1
"23007","09-01-2011",1500,20,0.2,28.67,30.08,2.416,250
"23008","09-01-2011",1600,23,0.2,27.52,32.42,2.295,245.3
"23009","09-01-2011",1700,16,0.2,26.13,34.42,2.222,240.9
"23010","09-01-2011",1800,25,0.2,24.52,39.17,1.762,213.8
"23011","09-01-2011",1900,18,0.2,22.41,44.08,1.376,215.1
"23012","09-01-2011",2000,22,0.3,20.49,48.83,0.9207,181
"23013","09-01-2011",2100,17,0.3,19.22,53.58,0.9237,186.3
"23014","09-01-2011",2200,15,0.4,18.36,57.58,1.062,190.3
"23015","09-01-2011",2300,19,0.4,17.25,63,0.6377,167.5
"23016","09-01-2011",0,8,0.4,15.82,69.33,0.7491,60.47
"23017","10-01-2011",100,10,0.3,15.71,66.75,0.7911,55.53
"23018","10-01-2011",200,16,0.3,14.77,71.25,0.4066,118.2
"23019","10-01-2011",300,14,0.4,13.92,76.75,0.8299,87.59
"23020","10-01-2011",400,13,0.3,13.71,77.17,0.8417,83.7
"23021","10-01-2011",500,16,0.3,13.21,79.75,0.9118,71.04
"23022","10-01-2011",600,17,0.4,14.42,73.33,1.749,72.3
"23023","10-01-2011",700,24,0.4,18.38,58.17,0.7088,102.1
"23024","10-01-2011",800,24,0.4,20.38,50.58,1.189,216
"23025","10-01-2011",900,28,0.4,22.04,47.5,1.341,231.9
"23026","10-01-2011",1000,29,0.4,23.88,43.25,1.676,229.9
"23027","10-01-2011",1100,25,0.4,25.84,39.25,1.284,228
"23028","10-01-2011",1200,25,0.3,27.39,35.83,1.83,237.7
"23029","10-01-2011",1300,23,0.3,28.74,32.58,1.893,230.3
"23030","10-01-2011",1400,6.917,0.3,29.02,31.58,2.629,250.7
"23031","10-01-2011",1500,25,0.2,28.71,31.92,2.601,261
"23032","10-01-2011",1600,21,0.2,27.85,33.17,2.819,266.1
"23033","10-01-2011",1700,27,0.2,26.72,36.33,2.104,250.8
"23034","10-01-2011",1800,21,0.3,25.27,40.17,1.321,222.4
"23035","10-01-2011",1900,18,0.3,22.76,47.08,1.187,202.3
"23036","10-01-2011",2000,18,0.3,20.56,53.33,1.111,198.2
"23037","10-01-2011",2100,15,0.3,18.82,58.67,1.042,203.7
"23038","10-01-2011",2200,20,0.4,17.72,61.75,0.5633,183.4
"23039","10-01-2011",2300,14,0.4,16.84,67.25,1.062,59.11
"23040","10-01-2011",0,16,0.4,16.95,65.08,0.6087,245
"23041","11-01-2011",100,14,0.4,15.23,75,0.6208,70.34
"23042","11-01-2011",200,13,0.4,14.98,75.75,0.8019,70.12
"23043","11-01-2011",300,13,0.4,14.1,79.58,0.6223,96.5
"23044","11-01-2011",400,12,0.4,13.42,82.83,0.7077,86.15
"23045","11-01-2011",500,13,0.4,13.57,80.92,1.11,76.38
"23046","11-01-2011",600,21,0.5,14.07,78.67,1.326,75.68
"23047","11-01-2011",700,24,0.4,18.3,60.67,1.033,70.86
"23048","11-01-2011",800,27,0.5,20.97,52,1.032,211.3
"23049","11-01-2011",900,26,0.5,22.37,49.17,1.508,231.7
"23050","11-01-2011",1000,28,0.6,24.07,44.42,1.654,220.2
"23051","11-01-2011",1100,29,0.6,25.8,39.67,1.804,244.8
"23052","11-01-2011",1200,28,0.5,27.22,35.58,2.255,267.2
"23053","11-01-2011",1300,38,0.3,28.24,35,2.341,253.5
"23054","11-01-2011",1400,17,0.3,29.18,32.58,1.952,247.1
"23055","11-01-2011",1500,23,0.3,29.53,29.58,1.892,242.2
"23056","11-01-2011",1600,18,0.3,29.75,29.17,1.928,238.1
"23057","11-01-2011",1700,19,0.3,28.77,31.25,1.94,249
"23058","11-01-2011",1800,26,0.4,27.15,32.25,1.667,232.6
"23059","11-01-2011",1900,30,0.4,24.78,37.42,1.053,227.1
"23060","11-01-2011",2000,29,0.4,22.41,46.17,1.062,193.4
"23061","11-01-2011",2100,30,0.5,20.32,54.75,0.4109,149.5
"23062","11-01-2011",2200,19,0.5,18.68,62.67,0.6696,74.21
"23063","11-01-2011",2300,22,0.6,17.85,64.75,0.535,89.89
"23064","11-01-2011",0,19,0.5,16.72,70.08,0.6506,93.03
"23065","12-01-2011",100,20,0.4,16.12,72.42,0.9556,91.28
"23066","12-01-2011",200,20,0.3,15.68,72.92,1.026,71.04
"23067","12-01-2011",300,18,0.3,15.67,70.42,1.446,68.81
"23068","12-01-2011",400,21,0.2,15.47,69,0.876,66.8
"23069","12-01-2011",500,21,0.2,14.23,74.67,0.6928,74.2
"23070","12-01-2011",600,27,0.4,14.63,74.33,1.465,78.64
"23071","12-01-2011",700,20,0.3,19.27,54,1.131,68.51
"23072","12-01-2011",800,33,0.3,22.59,44.42,0.9855,224.6
"23073","12-01-2011",900,40,0.5,23.01,45.58,1.901,239.4
"23074","12-01-2011",1000,37,0.5,25.09,40.5,1.762,231.6
"23075","12-01-2011",1100,24,0.3,26.88,36,1.99,231.3
"23076","12-01-2011",1200,27,0.3,28.09,30.5,2.075,266.3
"23077","12-01-2011",1300,30,0.2,29.41,29.67,2.115,259.5
"23078","12-01-2011",1400,22,0.2,29.92,26.75,2.318,259.5
"23079","12-01-2011",1500,24,0.2,30.39,25.42,2.036,236.4
"23080","12-01-2011",1600,29,0.2,29.84,27,2.062,248.8
"23081","12-01-2011",1700,23,0.2,28.38,31.08,1.861,246.3
"23082","12-01-2011",1800,21,0.2,26.73,34.33,1.783,237.8
"23083","12-01-2011",1900,24,0.2,24.32,40.25,1.228,204
"23084","12-01-2011",2000,19,0.2,21.67,48.75,1.181,195
"23085","12-01-2011",2100,22,0.3,19.76,56.83,0.6367,160.3
"23086","12-01-2011",2200,10,0.3,18.56,61.58,0.8793,162.2
"23087","12-01-2011",2300,8,0.4,17.57,65.33,0.7537,66.16
"23088","12-01-2011",0,15,0.4,16.47,70.33,0.4819,71.5
"23089","13-01-2011",100,11,0.3,16.08,71.33,0.856,62.02
"23090","13-01-2011",200,13,0.4,15.92,71.42,1.08,87.65
"23091","13-01-2011",300,14,0.3,15.14,74.67,1.015,73.36
"23092","13-01-2011",400,13,0.3,15.13,74.75,1.051,60.84
"23093","13-01-2011",500,16,0.3,14.99,74.25,1.649,78.08
"23094","13-01-2011",600,23,0.5,15.42,72.83,0.9706,59.27
"23095","13-01-2011",700,21,0.4,18.8,59.83,0.907,62.44
"23096","13-01-2011",800,25,0.6,21.24,53,1.437,248.2
"23097","13-01-2011",900,24,0.5,22.85,47.75,1.624,219.5
"23098","13-01-2011",1000,28,0.5,24.91,42.17,1.354,230.5
"23099","13-01-2011",1100,20,0.4,26.3,38.17,1.597,240.2
"23100","13-01-2011",1200,24,0.3,27.63,35.58,1.985,236.8
"23101","13-01-2011",1300,26,0.3,27.53,37.42,2.257,228.7
"23102","13-01-2011",1400,14,0.2,27.08,37.33,2.479,253.8
"23103","13-01-2011",1500,14,0.2,26.81,36.5,2.438,248.3
"23104","13-01-2011",1600,13,0.2,26.75,35.08,2.202,251.6
"23105","13-01-2011",1700,13,0.3,26.33,36,1.907,248.2
"23106","13-01-2011",1800,7,0.3,25.17,36.5,1.633,236.9
"23107","13-01-2011",1900,25,0.3,23.07,40,1.292,211.7
"23108","13-01-2011",2000,15,0.3,20.88,47.5,1.037,192.2
"23109","13-01-2011",2100,23,0.5,19.2,56.08,0.5622,133.4
"23110","13-01-2011",2200,17,0.5,17.88,63.33,0.602,78.16
"23111","13-01-2011",2300,20,0.4,17.13,66.92,0.5098,148.6
"23112","13-01-2011",0,20,0.5,16.34,71.25,0.6568,128.9
"23113","14-01-2011",100,6,0.5,15.6,73.25,0.7924,64.78
"23114","14-01-2011",200,9,0.4,15.67,70.25,1.216,68.37
"23115","14-01-2011",300,13,0.4,15.14,72,1.113,77.54
"23116","14-01-2011",400,16,0.4,14.27,77.33,0.7532,84.19
"23117","14-01-2011",500,12,0.4,13.62,81.08,0.7904,73.52
"23118","14-01-2011",600,18,0.5,14.77,74.33,1.779,73.59
"23119","14-01-2011",700,21,0.4,18.51,58.58,1.311,73.82
"23120","14-01-2011",800,26,0.4,21.17,50,1.319,238
"23121","14-01-2011",900,25,0.5,23.34,45.83,1.369,224.7
"23122","14-01-2011",1000,31,0.6,24.77,43.17,1.686,239.5
"23123","14-01-2011",1100,22,0.5,26.31,38.08,1.883,253.9
"23124","14-01-2011",1200,21,0.3,27.79,35.42,2.053,240.1
"23125","14-01-2011",1300,26,0.3,29.07,33.67,2.155,240.5
"23126","14-01-2011",1400,17,0.2,29.37,32.75,2.197,240.1
"23127","14-01-2011",1500,11,0.2,30.04,29.75,1.936,246.5
"23128","14-01-2011",1600,18,0.2,29.54,29.58,2.4,245.5
"23129","14-01-2011",1700,7,0.2,28.27,30.89,2.187,237.4
"23130","14-01-2011",1800,5,0.2,26.92,29.25,1.682,226.4
"23131","14-01-2011",1900,21,0.2,24.38,29.5,1.455,202.9
"23132","14-01-2011",2000,5,0.2,21.67,31.67,1.222,199.3
"23133","14-01-2011",2100,23,0.3,19.58,39.17,0.4948,143.8
"23134","14-01-2011",2200,13,0.4,17.86,49.17,0.6669,77.47
"23135","14-01-2011",2300,9,0.4,17.02,52.42,0.8176,99.9
"23136","14-01-2011",0,12,0.4,16.09,56,0.4266,146.6
"23137","15-01-2011",100,6,0.4,15.36,62.33,0.846,75.5
"23138","15-01-2011",200,4,0.4,15.37,57.75,1.392,66.41
"23139","15-01-2011",300,8,0.3,14.98,58.67,1.324,63.18
"23140","15-01-2011",400,14,0.3,14.56,60.67,1.314,68.77
"23141","15-01-2011",500,11,0.3,14.13,62.92,1.559,77.45
"23142","15-01-2011",600,13,0.3,14.46,61.92,1.617,76.99
"23143","15-01-2011",700,14,0.3,18.82,47.83,0.3843,124.9
"23144","15-01-2011",800,20,0.3,20.79,41.42,1.192,229.8
"23145","15-01-2011",900,13,0.4,23.25,36.83,1.166,237.1
"23146","15-01-2011",1000,19,0.4,25.07,33.83,1.872,233.1
"23147","15-01-2011",1100,15,0.4,26.02,34.33,2.073,233.5
"23148","15-01-2011",1200,18,0.3,26.41,34.08,2.31,252.8
"23149","15-01-2011",1300,23,0.3,26.68,35.08,2.571,254.6
"23150","15-01-2011",1400,15,0.3,26.89,33.67,2.486,244.7
"23151","15-01-2011",1500,11,0.3,27.14,32.75,2.122,237
"23152","15-01-2011",1600,21,0.3,25.92,35.25,2.655,251.6
"23153","15-01-2011",1700,12,0.3,24.12,37.92,2.181,246.1
"23154","15-01-2011",1800,8,0.3,23.43,37.67,1.549,245.2
"23155","15-01-2011",1900,4,0.3,21.17,40.08,1.425,197.8
"23156","15-01-2011",2000,6,0.3,18.7,44.25,1.774,217
"23157","15-01-2011",2100,2,0.3,16.82,45.83,1.017,207.6
"23158","15-01-2011",2200,13,0.3,15.61,47.25,0.5735,201.9
"23159","15-01-2011",2300,6,0.3,14.99,44.25,0.5935,238.2
"23160","15-01-2011",0,18,0.5,13.8,48,0.293,27.77
"23161","16-01-2011",100,11,0.4,12.09,62.5,0.4434,65.81
"23162","16-01-2011",200,6,0.3,11.87,61.17,0.507,88.31
"23163","16-01-2011",300,6,0.3,11.6,60.5,0.5722,18.43
"23164","16-01-2011",400,7,0.2,11.72,56.25,0.7088,42.55
"23165","16-01-2011",500,8,0.2,11.24,59.58,0.9841,75.3
"23166","16-01-2011",600,10,0.2,11.99,58.25,1.67,65.1
"23167","16-01-2011",700,13,0.2,14.87,49.58,1.1,258.6
"23168","16-01-2011",800,8,0.3,16.06,46.5,1.085,222.3
"23169","16-01-2011",900,13,0.2,17.96,40.75,1.325,256.1
"23170","16-01-2011",1000,13,0.2,20.41,38.17,0.9308,247.9
"23171","16-01-2011",1100,10,0.2,21.82,34.75,1.561,234
"23172","16-01-2011",1200,11,0.1,23.3,31.33,2.161,263.5
"23173","16-01-2011",1300,18,0.1,24.58,29.67,2.284,265
"23174","16-01-2011",1400,4,0.1,25.33,27.83,1.883,226.3
"23175","16-01-2011",1500,9,0.1,25.81,26.83,1.87,243.9
"23176","16-01-2011",1600,9,0.1,25.88,28.17,1.639,252.8
"23177","16-01-2011",1700,14,0.1,25.86,31,1.625,250
"23178","16-01-2011",1800,15,0.1,25.27,35,1.501,233.8
"23179","16-01-2011",1900,17,0.1,22.32,42.08,1.738,228
"23180","16-01-2011",2000,14,0.1,19.87,49.58,1.42,202.9
"23181","16-01-2011",2100,11,0.1,17.84,58.17,0.7815,190.3
"23182","16-01-2011",2200,4,0.2,16.52,64.17,0.6928,30.53
"23183","16-01-2011",2300,9,0.2,16.71,62.5,0.7024,297.3
"23184","16-01-2011",0,11,0.3,14.87,71.67,0.4576,142.7
"23185","17-01-2011",100,4,0.3,13.94,76.08,0.5147,164.4
"23186","17-01-2011",200,6,0.3,13.43,76.17,0.3338,80.96
"23187","17-01-2011",300,7,0.2,12.92,78.92,1.09,56.63
"23188","17-01-2011",400,4,0.2,13.17,74.75,1.678,57.36
"23189","17-01-2011",500,9,0.2,12.6,75.67,0.383,179.5
"23190","17-01-2011",600,16,0.3,12.06,79.83,0.3178,175.2
"23191","17-01-2011",700,17,0.3,16.02,63.25,0.2427,146.3
"23192","17-01-2011",800,16,0.3,18.42,56.75,1.16,76.43
"23193","17-01-2011",900,13,0.2,20.52,50,1.106,248.1
